episode,time_steps,ep_reward
215,87324,-14.411123051899283
216,87824,-16.254207942778947
217,88324,-14.57830652456183
218,88824,-15.933392017702642
219,89324,-21.170858233468493
220,89824,-19.96987658371456
221,90324,-24.855563049400377
222,90824,-21.393111442855385
223,91324,-13.60538629020694
224,91824,-18.881581577157007
225,91918,-105.94151854907385
226,91979,-111.95381289159721
227,92479,-17.93770978441529
228,92979,-23.649726736573584
229,93479,-18.46452117766878
230,93979,-14.844162537342196
231,94073,-103.83967555984307
232,94573,-20.012289526087493
233,95073,-19.34037564032976
234,95123,-113.53915698057656
235,95623,-17.94852916219171
236,96123,-14.789203637785933
237,96623,-20.405889286694567
238,97123,-19.413989233887246
239,97623,-19.410359605285816
240,97723,-116.49322091212971
241,98223,-26.720661973722
242,98723,-18.502730161713924
243,98785,-105.94046630246797
244,99285,-22.104000268444835
245,99369,-124.08369068472575
246,99490,-104.60688283949686
247,99565,-106.13649572591757
248,99641,-108.70741765955161
249,99716,-116.33816438720561
250,99809,-124.74828789128782
251,100309,-17.818796409186376
252,100809,-16.36799337596852
253,100883,-123.25919025620023
254,101383,-26.091981427899537
255,101504,-104.25851520428985
256,102004,-11.219579985627957
257,102504,-9.805210825837523
258,103004,-13.598353231837445
259,103504,-15.834776941656449
260,104004,-19.540590239715762
261,104504,-17.207579562369784
262,104600,-105.56749286460877
263,105100,-13.79913000866685
264,105179,-122.33882225001801
265,105679,-18.856219685296544
266,106179,-16.22726032027626
267,106679,-15.639383303762376
268,107179,-17.506057790449645
269,107372,-108.30197039331529
270,107872,-19.207163147333393
271,108372,-18.675387427993435
272,108872,-11.181946761627614
273,109372,-14.743758056505479
274,109872,-21.62390541478053
275,110372,-14.619559452472137
276,110872,-18.732098922050845
277,111372,-19.07022116816604
278,111872,-17.28436727953477
279,112372,-19.09116736749757
280,112872,-16.06523169340501
281,113372,-19.244245094912603
282,113430,-110.55862336806874
283,113490,-113.96308085985521
284,113990,-26.617823747318532
285,114490,-24.931569027109273
286,114598,-105.06109921593487
287,115098,-19.655359866569544
288,115175,-104.73230480156901
289,115675,-21.620016373865305
290,116175,-17.655373551409788
291,116675,-19.896805831158126
292,117175,-17.79942818908025
293,117283,-104.31202771473859
294,117355,-122.09247420876761
295,117429,-115.78710831777126
296,117929,-14.50186955565997
297,118429,-13.865145791166146
298,118929,-14.575315431127011
299,119429,-25.856217794727527
300,119929,-21.169790343881843
301,120429,-17.775938476896435
302,120929,-15.585794982456346
303,121429,-9.534153956078816
304,121929,-13.920212629148667
305,122000,-105.0868510799175
306,122500,-10.540770105152614
307,123000,-8.479506019542168
308,123500,-19.66862069984793
309,124000,-15.41562056076156
310,124500,-11.976207424971122
311,125000,-16.548568701547946
312,125500,-15.986703634323895
313,126000,-26.073524257665
314,126500,-19.456650684762927
315,127000,-17.04071453160509
316,127500,-15.978028800242248
317,128000,-17.176427892264904
318,128500,-22.392369773838634
319,129000,-19.239179145506814
320,129500,-22.059597846205765
321,130000,-9.493561309411607
322,130500,-13.249662613236282
323,131000,-21.484830360065093
324,131093,-125.72778662391632
325,131593,-20.050610313040877
326,131649,-118.15332769394169
327,132149,-23.04238356537338
328,132649,-16.886224415988455
329,132781,-105.34935305022515
330,133281,-18.519780667774548
331,133781,-15.008376524389519
332,134281,-15.574727879844517
333,134781,-18.63947093220727
334,135281,-16.807496055873962
335,135781,-11.952951760384632
336,136281,-21.117030202316602
337,136781,-15.708867606548484
338,137281,-14.335108485121761
339,137781,-13.817453406043091
340,138281,-11.584470931202477
341,138781,-20.568290142494348
342,138867,-121.57581265554796
343,138926,-115.45860338728397
344,139426,-25.166044141759027
345,139581,-104.60469863166584
346,140081,-9.919225763428695
347,140149,-114.6586186165048
348,140649,-22.454832897713512
349,141014,-115.98507067927817
350,141514,-12.188065089673904
351,142014,-15.313471468700214
352,142100,-117.77698075047286
353,142600,-7.568790592389249
354,143100,-18.55482446647537
355,143600,-17.22014539163296
356,143676,-115.7334662436675
357,144176,-14.17455653930527
358,144676,-18.725279132721067
359,145176,-12.052960374009801
360,145676,-14.611845331333564
361,146176,-14.55019942982098
362,146676,-19.314164188018875
63329174931303
368,84014,-107.40902956788278
369,84514,-27.71978040555495
370,84602,-99.39844834758388
371,84721,-121.3107189417882
372,84780,-111.49460591756517
373,84865,-98.40783044714448
374,85365,-25.26353571760352
375,85434,-115.4514214057613
376,85934,-21.999174805287115
377,86434,-19.7252060952597
378,86487,-106.67618352384797
379,86545,-111.35830222338483
380,86597,-108.65312462155453
381,86656,-112.07196385848985
382,87156,-26.232937009632476
383,87656,-25.629206316075376
384,87704,-110.66838049647066
385,87765,-114.70655309614224
386,87819,-104.4946194550313
387,88319,-29.231993979873117
388,88411,-127.99406273444141
389,88509,-122.54180780269533
390,88608,-121.67880688452644
391,88671,-103.99506394862003
392,88757,-98.7639605830878
393,89257,-26.089557245660664
394,89757,-21.590416636743505
395,89851,-122.49079959542867
396,89949,-101.15505169697146
397,90014,-115.93055288090122
398,90514,-27.876510466562507
399,91014,-38.745349729070725
400,91514,-37.80117903544106
401,91593,-107.10391407968262
402,91680,-106.39973451341864
403,91731,-106.74263586731888
404,92231,-44.16204851076927
405,92731,-30.92710670479962
406,92787,-105.48530343530666
407,93287,-34.90128252581295
408,93353,-111.46045818062623
409,93482,-108.1956767524622
410,93570,-103.27422002045853
411,93624,-102.42454208852062
412,94124,-42.424535864155956
413,94295,-105.37457014221121
414,94387,-102.42348054901498
415,94887,-24.12303582279893
416,94967,-97.72007597480813
417,95046,-98.2038514407807
418,95137,-101.15309675748257
419,95231,-102.61018876599007
420,95331,-99.47040105965661
421,95556,-129.80763565264394
422,95618,-99.82669752175006
423,95717,-120.3212847957447
424,95772,-112.33648418261478
425,96272,-35.67221687613585
426,96353,-103.92111891781519
427,96853,-25.31987297732041
428,97353,-29.373517036732878
429,97853,-30.938669190209446
430,97914,-114.84857854873222
431,98016,-117.51147319960847
432,98516,-30.494353377700325
433,98615,-104.20745155316669
434,99115,-26.040857842581406
435,99241,-127.79440090909362
436,99352,-124.90964296430653
437,99455,-100.29461731225729
438,99658,-104.77252500726175
439,99715,-114.82644579439149
440,99768,-112.48416405567076
441,99815,-106.6539059852066
442,100315,-27.044507569638917
443,100399,-114.75155894057349
444,100899,-33.303339635444544
445,101399,-23.800940606803728
446,101512,-117.99191240393004
447,101605,-109.52743749592312
448,101694,-115.92613034249621
449,101770,-107.0823903279616
450,101838,-111.66176673429572
451,101879,-107.24157966504013
452,101982,-106.8132844222427
453,102039,-114.606690453728
454,102111,-108.15253290591797
455,102172,-109.85970650525259
456,102259,-120.24350409012155
457,102330,-104.08953829035629
458,102830,-32.67376446124634
459,102922,-108.37591487162628
460,103015,-124.20594992902267
461,103076,-120.13755508095124
462,103149,-98.84829792474348
463,103216,-101.16499240377122
464,103293,-101.5972133802324
465,103348,-120.49756180385977
466,103425,-100.52018037864231
467,103491,-103.75063435241648
468,103634,-127.98004109440079
469,103702,-116.83953709302482
470,103787,-117.49953539891533
471,103841,-100.88557383162949
472,103907,-99.66359632300852
473,103964,-111.17457966945894
474,104464,-31.23056361887081
475,104546,-115.79389219105147
476,104606,-102.13824906999903
477,104669,-101.02238040967241
478,104729,-115.47306058008691
479,105229,-21.06056846607429
480,105729,-27.60339154113834
481,105799,-106.92306539226746
482,106299,-21.77584998102433
483,106799,-22.295915906128283
484,106860,-113.18833753947233
485,106910,-107.78775698749321
486,107008,-100.27575629670338
487,107060,-107.01876026659653
488,107186,-105.9903008818773
489,107686,-33.42579660323703
490,107770,-110.4761787544964
491,108270,-32.646359034305355
492,108372,-109.3561015828101
493,108469,-110.6056283810858
494,108527,-100.88870369361386
495,109027,-31.829267766752135
496,109527,-42.31517150365898
497,109643,-103.90760723500836
498,110143,-38.296352576598785
499,110279,-110.96758370229831
500,110779,-29.56418981279432
501,111279,-29.6458212094902
502,111779,-29.938293238851703
503,111846,-100.81955932619977
504,111925,-103.29026176866634
505,112425,-24.819443578815363
506,112511,-98.5818458067864
507,112567,-114.30872884108268
508,112646,-99.11552933892345
509,112714,-100.17878891044558
510,112789,-102.5005663324588
511,112848,-105.38245077622334
512,113348,-26.2751014032116
513,113406,-112.44327179492569
514,113450,-109.0314116270196
515,113950,-30.878940161098814
516,114450,-32.568004249017015
517,114500,-106.35029206112607
518,114550,-110.40643410900142
519,115050,-26.487705218396176
520,115550,-27.233695875216032
521,116050,-34.329525781599045
522,116147,-115.54692815923704
523,116222,-116.6772374669749
524,116283,-111.51531150158556
525,116350,-116.06601883594287
526,116850,-31.185885574958977
527,116919,-112.79877512265696
528,116975,-103.3152998813524
529,117033,-112.10535256577131
530,117108,-113.72856962798193
531,117257,-119.20289460366415
532,117359,-114.9544642433113
533,117859,-22.138783656797422
534,118359,-18.935153640112983
535,118859,-19.39443573558351
536,118928,-110.41293063288413
537,119428,-26.155958971053952
538,119928,-20.807135414085
539,120015,-105.11132885507831
540,120142,-104.78816476623001
541,120223,-107.7101593002873
542,120319,-103.87997439267176
543,120362,-110.66489920843495
544,120422,-109.08088453176678
545,120922,-35.99607496904412
546,121004,-99.09561141401574
547,121085,-101.20347726196307
548,121174,-100.68210208200145
549,121277,-117.47688507343356
550,121362,-100.73189300685499
551,121862,-45.07460912729366
552,122362,-46.47127507847048
553,122450,-104.43381414715094
554,122556,-110.76558678192538
555,122632,-100.6889746439819
556,123132,-39.16315396207538
557,123632,-34.83825398935981
558,123696,-100.58080705432252
559,123771,-99.42131474474797
560,123842,-118.44640463675586
561,123907,-113.2557927355117
562,123951,-111.0677451209672
563,124006,-108.71485751794106
564,124058,-113.31537737303074
565,124521,-149.27131066722967
566,124580,-108.11273217316415
567,124624,-111.11702512992389
568,124684,-112.5135223444732
569,124736,-109.78267434592964
570,124794,-107.12944055288283
571,124887,-111.62792612557229
572,125387,-15.68973478898581
573,125887,-27.416132737250518
574,125966,-100.85881850126083
575,126028,-112.29633775527279
576,126083,-114.39068339158054
577,126164,-100.56675998602738
578,126230,-109.02084997539389
579,126730,-20.11766519890283
580,126802,-100.308938588062
581,126872,-117.05480881239679
582,127372,-20.43068480140133
583,127432,-99.48723717665098
584,127529,-100.64433759567655
585,127601,-118.5007978420006
586,127699,-98.08991348069948
587,127777,-99.29871556552081
588,127836,-101.65859408954718
589,127920,-117.08874602474916
590,127992,-118.60847577756314
591,128074,-99.11278151612835
592,128154,-115.48696117266593
593,128234,-98.49582169312188
594,128302,-99.15324177026234
595,128381,-118.29589851448804
596,128447,-99.2837241726112
597,128551,-104.48496508965789
598,128628,-103.7428090218167
599,128725,-98.80917192227851
600,128814,-94.72100998620232
601,128867,-116.17060614707046
602,129367,-18.708172592323283
603,129441,-98.30623420853033
604,129532,-99.54816699400365
605,129602,-117.97937265152399
606,129672,-100.66964489603444
607,129733,-103.4360866893437
608,129822,-99.92557193253957
609,130322,-37.31187847001707
610,130398,-102.00739708453281
611,130553,-106.00028266773587
612,130611,-101.78209139031466
613,130677,-100.42308859038671
614,130816,-103.69974489142062
615,131316,-31.84050788485237
616,131379,-102.39362998405974
617,131490,-102.77079168145013
618,131586,-100.06660207772764
619,131691,-102.9148473482967
620,131760,-102.62864816690725
621,131821,-118.62482330346546
622,132321,-41.758681137423096
623,132821,-40.10738946168161
624,132918,-104.92964721275611
625,133418,-37.16439383104844
626,133489,-103.53563813948242
627,133989,-31.699852043921194
628,134073,-102.07190850225372
629,134148,-109.27711641461296
630,134231,-107.03825986098441
631,134311,-104.46108360834903
632,134381,-100.19336708673247
633,134485,-103.83335348112281
634,134565,-101.12392792182182
635,134642,-101.19672750582922
636,134690,-115.29077364571191
637,135190,-26.729899880124137
638,135272,-121.11212021265732
639,135772,-25.9226826301843
640,135857,-99.77925870188912
641,136357,-27.195811051706375
642,136857,-26.77024059524729
643,137357,-28.483943680154738
644,137444,-99.86313860401057
645,137944,-27.95816826679667
646,138444,-26.27756418422428
647,138944,-29.9916126972682
648,139444,-21.292399974095872
649,139944,-26.64391283248205
650,140444,-24.869048003680007
651,140530,-100.9867512338703
652,141030,-24.328588711445647
653,141530,-19.747781238718513
654,142030,-16.879080226346225
655,142530,-21.66344936265759
656,143030,-23.49949535930568
657,143098,-100.51638343255647
658,143598,-18.539111511472118
659,144098,-24.89918167514824
660,144598,-18.525812614719996
661,144751,-101.95621830917221
662,145251,-3.2931650714058014
663,145332,-104.67256447385388
664,145390,-100.05612148236034
665,145468,-98.77656500260221
666,145539,-98.72842020350123
667,145616,-98.65900783494433
668,146116,-16.38243497039143
669,146195,-116.40842394031598
670,146263,-97.56934690342247
671,146351,-99.48033001477795
672,146439,-101.04458497813022
673,146939,-22.350297580956493
674,147022,-107.30591338164572
675,147092,-101.90992906054635
676,147165,-101.21161429853557
677,147225,-98.59112990458564
678,147725,-25.85848560504705
679,147773,-101.70798282414837
680,148273,-48.06086193198606
681,148773,-25.30690139652648
682,149273,-37.012380062743084
683,149773,-39.53840619690734
684,149852,-99.2613566377995
685,149945,-98.54499972932751
686,150023,-99.55790082784688
687,150096,-101.4950778140107
688,150596,-28.964944882917155
689,151096,-37.26179234631884
690,151162,-105.95608099453895
691,151253,-99.0055090882044
692,151316,-101.14875151293057
693,151816,-19.874047102972217
694,151923,-112.9327457333924
695,152015,-99.41768393728125
696,152078,-104.90022933507727
697,152145,-100.77711358122322
698,152271,-103.59795775946598
699,152404,-111.14775284554774
700,152541,-105.61732451657983
701,153041,-38.52605785183216
702,153541,-24.78910164072081
703,153735,-108.70592757609562
704,153853,-104.66470455826399
705,154353,-27.66157362745855
706,154853,-26.33905533637585
707,155353,-34.3168552889307
708,155853,-35.62900243756966
709,156353,-30.573943992485976
710,156853,-27.99606411442887
711,156962,-113.97374445076748
712,157241,-109.90877654148709
713,157335,-112.91993330647895
714,157413,-113.11792721745667
715,157913,-22.63711460998544
716,158413,-27.869515220680466
717,158552,-113.80295161699817
718,158597,-108.89457133183696
719,158711,-118.3371425370057
720,158763,-106.80992958367122
721,159263,-21.33083618342015
722,159345,-108.64121676931869
723,159845,-27.02750572954968
724,159901,-104.76508569179694
725,159966,-100.2269616085071
726,160065,-100.62451892804458
727,160189,-122.65608195308036
728,160337,-102.53112610920519
729,160395,-102.27659142041654
730,160469,-100.70992244774057
731,160533,-102.70760983275159
732,160592,-101.79980163042973
733,160663,-99.12431790402742
734,160712,-102.33030604981413
735,160782,-97.82361818584673
736,160912,-121.79825669047372
737,161412,-21.986271740894864
738,161485,-98.98614726779276
739,161573,-116.9488218308598
740,162073,-21.08807814622236
741,162573,-15.345283922211332
742,163073,-24.85537464223672
743,163573,-17.38243416482255
744,164073,-26.377769653074154
745,164573,-22.362658317894372
746,165073,-26.21339403077075
747,165573,-23.255888362058013
748,165675,-108.42780061953249
749,166175,-20.784322162653545
750,166675,-18.155041108803186
751,167175,-18.05706789978939
752,167675,-22.71918211594922
753,168175,-20.45376392066133
754,168675,-17.932133103167807
755,168739,-111.0389422575771
756,169239,-18.750448107125077
757,169739,-17.934915363462643
758,170239,-28.69557488559941
759,170313,-107.2042605336233
760,170375,-110.8519740195207
761,170485,-107.03753213894699
762,170566,-109.39113244993013
763,171066,-28.50143124333626
764,171566,-20.083757546506174
765,172066,-20.600766144169352
766,172566,-28.763610218740975
767,173066,-29.4547186556402
768,173566,-25.24000677898771
769,173669,-116.35207348966199
770,174169,-30.075313312766625
771,174223,-108.33595481602437
772,174723,-28.738928666145753
773,175223,-27.520135232212905
774,175723,-35.36658500545076
775,175805,-102.16347092021614
776,176305,-23.094353785185298
777,176805,-40.284550846701
778,176883,-107.51552092715903
779,176953,-108.517466302029
780,177048,-110.70632832658136
781,177112,-103.24445188315661
782,177612,-30.25866207984058
783,178112,-27.734736975116178
784,178612,-24.40194684325538
785,178681,-105.94665266394853
786,179181,-24.01721641213981
787,179239,-110.70299861660092
788,179739,-26.003839471890714
789,180239,-30.264715600974917
